Source,Target
Lyntgen Ariaens,Claes Arentsz. Delff
Frederick Vroom,Jan Arentsz. Delff
Pieter Codde,Jan Arentsz. Delff
Laurens Lamberti,Jan Arentsz. Delff
Brechtge Arians (Ariaens),Lyntgen Ariaens
Hans Koijmans II,P. Carelsz.
Hans Koijmans II,Hans Koijmans I (Coijmans)
Hans Koijmans I (Coijmans),Moertie Henrix
Hans Koijmans I (Coijmans),Magdalen Koijmans
Moertie Henrix,Magdalen Koijmans
Annetje Gerdings,Magdalen Koijmans
Moertie Henrix,Annetje Gerdings
Hans Koijmans I (Coijmans),Annetje Gerdings
Joannes Koijmans II,Hans Koijmans I (Coijmans)
Joannes Koijmans II,Moertie Henrix
Lysbeth van der Heijde,Joannes Koijmans II
Hans Koijmans II,Johan van Geel
Hans Koijmans II,Jacomo (Jacques) van Uffelen
Hans Koijmans II,Maria Coymans
Hans van Geel,Maria Coymans
Maria van Erp,Jacomo (Jacques) van Uffelen
Susanna de Haze,Jacomo (Jacques) van Uffelen
Susanna de Haze,Hendrick de Haze
Susanna de Haze,Clara Coymans
Clara Coymans,Hendrick de Haze
Clara Coymans,Maria Coijmans
Grietje Cornelis,Laurens Lamberti
Domnicus Elbertsz. (Boele),Grietje Cornelis
Arendt Cornelisz. ,Grietje Cornelis
Arendt Cornelisz. ,Domnicus Elbertsz. (Boele)
Pieter Jansz. Swaarooch,Grietje Cornelis
Pieter Jansz. Swaarooch,Domnicus Elbertsz. (Boele)
Jonas Cornelisz. Witsen,Grietje Cornelis
Laurens Lamberti,Cornelis Aertsz.
Cornelis Aertsz.,Mayke (Bayken) Lenaerts Burchmans
Cornelis Aertsz.,Trijntje Artus
Trijntje Artus,Jan Pynas
Cornelis Aertsz.,Leendert Cornelisz. Van Beyeren
Cornelis Aertsz.,Aert van Beyeren
Cornelis Aertsz.,Neeltgen van Beyeren
Cornelis Aertsz.,Bayken van Beyeren
Cornelis Aertsz.,Balthasar van Beyeren
Aert van Beyeren,Abraham Jacobsz. Greven
Leendert Cornelisz. Van Beyeren,Rembrandt van Rijn
Aert van Beyeren,Rembrandt van Rijn
Mayke (Bayken) Lenaerts Burchmans,Leendert Cornelisz. Van Beyeren
Mayke (Bayken) Lenaerts Burchmans,Aert van Beyeren
Mayke (Bayken) Lenaerts Burchmans,Neeltgen van Beyeren
Mayke (Bayken) Lenaerts Burchmans,Bayken van Beyeren
Mayke (Bayken) Lenaerts Burchmans,Balthasar van Beyeren
Leendert Cornelisz. Van Beyeren,Aert van Beyeren
Leendert Cornelisz. Van Beyeren,Neeltgen van Beyeren
Leendert Cornelisz. Van Beyeren,Bayken van Beyeren
Leendert Cornelisz. Van Beyeren,Balthasar van Beyeren
Aert van Beyeren,Neeltgen van Beyeren
Aert van Beyeren,Bayken van Beyeren
Aert van Beyeren,Balthasar van Beyeren
Neeltgen van Beyeren,Bayken van Beyeren
Neeltgen van Beyeren,Balthasar van Beyeren
Bayken van Beyeren,Balthasar van Beyeren
Grietje Jans,Laurens Lamberti
Grietje Jans,Dirck Gerritsz. Ritser
Laurens Lamberti,Willem Jansz.
Laurens Lamberti,Neeltge Jacobs
Willem Jansz.,Abraham Ostens
Neeltge Jacobs,Willem Jansz.
Laurens Lamberti,Jan Claesz. Hollesloot
Jan Claesz. Hollesloot,Andries Hollesloot
Lysbeth Claes Hollesloot,Jan Claesz. Hollesloot
Lysbeth Claes Hollesloot,Mary Jacobs
Jan Claesz. Hollesloot,Willem van Hasdonck
Lysbeth Claes Hollesloot,Jacob Pietersz. Codde
Jan Claesz. Hollesloot,Jacob Pietersz. Codde
Cornelis Dankertsz.,Jan Claesz. Hollesloot
Claes Andriaensz. Van Delft,Jan Claesz. Hollesloot
Claes Andriaensz. Van Delft,Cornelis Dankertsz.
Claes Andriaensz. Van Delft,Dirck Ariaensz. Van Delft
Claes Andriaensz. Van Delft,Pieter Ariaensz. Van Delft
Dirck Ariaensz. Van Delft,Pieter Ariaensz. Van Delft
Hendrick de Keyser,Claes Andriaensz. Van Delft
Hendrick de Keyser,Pieter Ariaensz. Van Delft
Jacomijntje Pieters,Cornelis van der Blocke
Jacomijntje Pieters,Jan Claesz. Hollesloot
Jan Claesz. Hollesloot,Jacob Hollesloot
Jacob Hollesloot,Mary Jacobs
Jacob Hollesloot,Aef (Eva) Plemp
Cornelis Gysbrechtsz. Plemp,Aef (Eva) Plemp
Meynert Jansz.,Jan Claesz. Hollesloot
Jannetje (Judith) Persoij,Judith Jans
Jannetje (Judith) Persoij,Michiel Perseijn (Persoij)
Jannetje (Judith) Persoij,Francijn Persijn
Jannetje (Judith) Persoij,Marije Persijn
Jannetje (Judith) Persoij,Michiel Perseijn (Persoij) II
Pieter Danielsz. Plantius,Judith Jans
Jannetje (Judith) Persoij,Pieter Danielsz. Plantius
Pieter Danielsz. Plantius,Carel Leendertsz. (Lenartsz.)
Jannetje (Judith) Persoij,Carel Leendertsz. (Lenartsz.)
Pieter Danielsz. Plantius,Hendrick van Rossum
Jannetje (Judith) Persoij,Hendrick van Rossum
Philip Bartelsz.,Judith Jans
Philip Bartelsz.,Jannetje (Judith) Persoij
Jan Jansz. Somer,Judith Jans
Lambert Lucas Raningh,Judith Jans
Job Teunis,Judith Jans
Hans Meus,Judith Jans
Laurens Meus,Judith Jans
Nicolas Coques,Judith Jans
Jan Jansz. Somer,Lambert Lucas Raningh
Jan Jansz. Somer,Job Teunis
Jan Jansz. Somer,Hans Meus
Jan Jansz. Somer,Laurens Meus
Jan Jansz. Somer,Nicolas Coques
Lambert Lucas Raningh,Job Teunis
Lambert Lucas Raningh,Hans Meus
Lambert Lucas Raningh,Laurens Meus
Lambert Lucas Raningh,Nicolas Coques
Job Teunis,Hans Meus
Job Teunis,Laurens Meus
Job Teunis,Nicolas Coques
Hans Meus,Laurens Meus
Hans Meus,Nicolas Coques
Laurens Meus,Nicolas Coques
Johan (Hans) van Maerlen ,Maria Sijbrechts van Ghils (Ghilsen or Geels)
Daniel Jansz. Van Beuningen,Johan (Hans) van Maerlen 
Daniel Jansz. Van Beuningen,Johan (Hans) van Maerlen 
Johan (Hans) van Maerlen ,Carel van der Wijen
Carel van der Wijen,Jacques van der Wijen
Carel van der Wijen,Gullame Bartolotti
Johan (Hans) van Maerlen ,Gullame Bartolotti
Johan (Hans) van Maerlen ,Emanuel van Durck
Emanuel van Durck,Anthonio Jaspersz. Van Surck
Anthonio Jaspersz. Van Surck,Maria Thibaut
Anthonio Jaspersz. Van Surck,Jacqueline Boudewijns
Gerrit van Rijssen,Lucas van Voorst
Johan (Hans) van Maerlen ,Lucas van Voorst
David ter Haer,Adriaen ter Haer
Johan (Hans) van Maerlen ,Adriaen ter Haer
David ter Haer,Evert Bochholt
Johan (Hans) van Maerlen ,Evert Bochholt
Johan (Hans) van Maerlen ,Jacques Marsier
Johan (Hans) van Maerlen ,Gerrit van Rijssen
Johan (Hans) van Maerlen ,Marike (Maria) van Maerlen
Gerrit van Rijssen,Marike (Maria) van Maerlen
Johan (Hans) van Maerlen ,Temas de Kemel op Brestraet
Gerrit van Rijssen,Temas de Kemel op Brestraet
David ter Haer,Hans Sipel in de Nes
Johan (Hans) van Maerlen ,Hans Sipel in de Nes
Johan (Hans) van Maerlen ,Jan Arentsz. 
Johan (Hans) van Maerlen ,Anthoni Lambertsz.
Johan (Hans) van Maerlen ,Johannes de Ril Jaeme
David ter Haer,Mattheus Millert
Johan (Hans) van Maerlen ,Mattheus Millert
Johan (Hans) van Maerlen ,Jacob Pietersz.
Gerrit van Rijssen,Jacob Pietersz.
Johan (Hans) van Maerlen ,Adriaen van Breen
David ter Haer,Adriaen van Breen
Johan (Hans) van Maerlen ,Willem Sicx
Johan (Hans) van Maerlen ,Isack van den Ende
David ter Haer,Isack van den Ende
Johan (Hans) van Maerlen ,Samuel Reyniersz.
David ter Haer,Samuel Reyniersz.
Johan (Hans) van Maerlen ,Joost van Beeck II
David ter Haer,Joost van Beeck II
Johan (Hans) van Maerlen ,Jan Jansz. Uijl
Gerrit van Rijssen,Jan Jansz. Uijl
Johan (Hans) van Maerlen ,Abraham Masurado
David ter Haer,Cornelis Spruijt
Johan (Hans) van Maerlen ,Cornelis Spruijt
Johan (Hans) van Maerlen ,Pieter Leimants
Cornelis Spruijt,Pieter Leimants
Johan (Hans) van Maerlen ,Nels Rosuwel
Johan (Hans) van Maerlen ,Hendrick Verstraten
Gerrit van Rijssen,Hendrick Verstraten
Johan (Hans) van Maerlen ,Andries Gillisz.
David ter Haer,Andries Gillisz.
Johan (Hans) van Maerlen ,Anthonij Verdijen
David ter Haer,Anthonij Verdijen
Maria Sijbrechts van Ghils (Ghilsen or Geels),Gerrit van Rijssen
Maria Sijbrechts van Ghils (Ghilsen or Geels),Agatha van Maerle
Johan (Hans) van Maerlen ,Agatha van Maerle
Joost van Beeck II,Joost van Beeck
Joost van Beeck,Abraham van Beeck
Joost van Beeck II,Abraham van Beeck
Joost van Beeck II,Gillis Hooftman
Abraham van Beeck,Gillis Hooftman
Maria Hooftman,Anna Hooftman
Gillis Hooftman,Anna Hooftman
Gillis Hooftman,Maria Hooftman
Gillis Hooftman,Maria Messing
Anna Hooftman,Maria Messing
Maria Hooftman,Maria Messing
Claes Bas,Daniel Jansz. Van Beuningen
Lijsebeth (Betteke) Broen,Jacob Westfrisius
Lijsebeth (Betteke) Broen,Hans Lienertsz. (Hans Lenerts)
Lijsbeth Lieners,Lijsebeth (Betteke) Broen
Marritge Lieners,Lijsebeth (Betteke) Broen
Heter Lieners,Lijsebeth (Betteke) Broen
Hans Lieners de jonge,Lijsebeth (Betteke) Broen
Lijsbeth Lieners,Hans Lienertsz. (Hans Lenerts)
Marritge Lieners,Hans Lienertsz. (Hans Lenerts)
Heter Lieners,Hans Lienertsz. (Hans Lenerts)
Hans Lieners de jonge,Hans Lienertsz. (Hans Lenerts)
Lijsbeth Lieners,Marritge Lieners
Lijsbeth Lieners,Heter Lieners
Lijsbeth Lieners,Hans Lieners de jonge
Heter Lieners,Hans Lieners de jonge
Lijsbeth Lieners,Jan Luyckensz.
Lijsebeth (Betteke) Broen,Jan Luyckensz.
Hans Lienertsz. (Hans Lenerts),Jan Luyckensz.
Marritge Lieners,Claes Claessen Lieftingh
Lijsebeth (Betteke) Broen,Claes Claessen Lieftingh
Hans Lienertsz. (Hans Lenerts),Claes Claessen Lieftingh
Heter Lieners,Abraham van der Weert
Lijsebeth (Betteke) Broen,Abraham van der Weert
Hans Lienertsz. (Hans Lenerts),Abraham van der Weert
Hans Lieners de jonge,Sara Willers
Hans Lieners de jonge,Lijsebeth (Betteke) Broen
Hans Lieners de jonge,Hans Lienertsz. (Hans Lenerts)
Lijsebeth (Betteke) Broen,Dirck Lieners
Hans Lienertsz. (Hans Lenerts),Dirck Lieners
Sara Willers,Dirck Lieners
Hans Lieners de jonge,Dirck Lieners
Pieter Jansz.,Jan de Vos
Hendrick Beeckman,Catharina Gotemackers
Hendrick Beeckman,Jacob Westfrisius
Catharina Gotemackers,Jacob Westfrisius
Glaude de Heripon,Abel de Haripon
Johanna van Axell,Abel de Haripon
Glaude de Heripon,Johanna van Axell
Franchoijs van Axele,Margriet van de Kammen
Margriet van de Kammen,Johanna van Axell
Franchoijs van Axele,Johanna van Axell
Margriet van de Kammen,Glaude de Heripon
Franchoijs van Axele,Glaude de Heripon
Margriet van de Kammen,Abel de Haripon
Franchoijs van Axele,Abel de Haripon
Janneken van de Moerel,Abel de Haripon
Marie de Heripon,Abel de Haripon
Rachel de Heripon,Abel de Haripon
Marie de Heripon,Rachel de Heripon
Joos Colpaert,Marie de Heripon
Thomas Hendricksz. Van Daken,Rachel de Heripon
Joos Colpaert,Thomas Hendricksz. Van Daken
Thomas Hendricksz. Van Daken,Abel de Haripon
Joos Colpaert,Abel de Haripon
Thomas Hendricksz. Van Daken,Geertruijt van Dacken
Carel de Raet,Geertruijt van Dacken
Thomas Hendricksz. Van Daken,Carel de Raet
Abel de Haripon,Thomas de Keyser
Jean de Hochepied,Thomas de Keyser
Jean Baguelaer,Thomas de Keyser
Esaias Castelijn,Thomas de Keyser
Jean de Hochepied,Abel de Haripon
Jean Baguelaer,Abel de Haripon
Esaias Castelijn,Abel de Haripon
Jean de Hochepied,Jean Baguelaer
Jean de Hochepied,Esaias Castelijn
Jean Baguelaer,Esaias Castelijn
Esaias Castelijn,Isaack Castelijne
Jan Jansz.,Abel de Haripon
Jannetje Jans Fisius,Abel de Haripon
Emanuel van Suijrmon,Abel de Haripon
Jannetje Jans Fisius,Emanuel van Suijrmon
Julien Lanson,Abel de Haripon
Abel de Heripon II,Abel de Haripon
Pieter de Heripon,Abel de Haripon
Elisabeth Noijens,Abel de Haripon
Abel de Heripon II,Pieter de Heripon
Abel de Heripon II,Elisabeth Noijens
Pieter de Heripon,Elisabeth Noijens
Lambert van Twenhuijsen,Hendrick Beeckman
Hans Wijdershuijsen,Hendrick Beeckman
Lambert van Twenhuijsen,Hans Wijdershuijsen
Hans Wijdershuijsen,Catharina Gotemackers
Lambert van Twenhuijsen,Catharina Gotemackers
Hendrick Beeckman,Dutch East India Company
Elisabeth Hellincx,Jan Warnaerts
Elisabeth Hellincx,Aeltgen Claes
Elisabeth Hellincx,Annetge Hendrix
Johannes (Jan) Looten,Jan Warnaerts
Johannes (Jan) Looten,Aeltgen Claes
Johannes (Jan) Looten,Annetge Hendrix
Elisabeth Hellincx,Johannes (Jan) Looten
Jan Hellincx,Elisabeth Hellincx
Gertruyd Hudde,Elisabeth Hellincx
Jan Hellincx,Johannes (Jan) Looten
Gertruyd Hudde,Johannes (Jan) Looten
Charles Looten,Elisabeth Hellincx
Charles Looten,Johannes (Jan) Looten
Charles Looten,Jacob Quina
Geertruijt Looten,Charles Looten
Marija de Hem,Charles Looten
Clara Nijs,Charles Looten
Clara Nijs,Gertruyd Hudde
Marija de Hem,Geertruijt Looten
Clara Nijs,Geertruijt Looten
Marija de Hem,Clara Nijs
Geertruijt Looten,Elisabeth Hellincx
Marija de Hem,Elisabeth Hellincx
Clara Nijs,Elisabeth Hellincx
Geertruijt Looten,Johannes (Jan) Looten
Marija de Hem,Johannes (Jan) Looten
Clara Nijs,Johannes (Jan) Looten
Hendrick Hudde,Elisabeth Hellincx
Gerrit Hudde,Elisabeth Hellincx
Isaack Moors,Elisabeth Hellincx
Hendrick Hudde,Johannes (Jan) Looten
Gerrit Hudde,Johannes (Jan) Looten
Isaack Moors,Johannes (Jan) Looten
Hendrick Hudde,Gerrit Hudde
Hendrick Hudde,Isaack Moors
Gerrit Hudde,Isaack Moors
Appolonia Selijns,Johannes (Jan) Looten
Willem Jansz. Selijns,Appolonia Selijns
Pieter de Haer,Elisabeth Hellincx
Pieter de Haer,Johannes (Jan) Looten
Jan Hellincx,Dutch East India Company
Hendrick Hudde,Jan Hellincx
Hendrick Hudde,Gertruyd Hudde
Gerrit Hudde,Jan Hellincx
Gerrit Hudde,Gertruyd Hudde
Gertruyd van Marckel,Jan Hellincx
Belitgen Huffe,Jan Hellincx
Gertruyd van Marckel,Gertruyd Hudde
Belitgen Huffe,Gertruyd Hudde
Gertruyd van Marckel,Elisabeth Hellincx
Belitgen Huffe,Elisabeth Hellincx
Arent Hudde,Belitgen Huffe
Hendrick Hudde,Belitgen Huffe
Hendrick Hudde,Arent Hudde
Hendrick Hudde,Bernard de Moor
Elisabeth Hellincx,Bernard de Moor
Hendrick Hudde,Clara van Capelle
Elisabeth Hellincx,Clara van Capelle
David Boins Vinckeboons,Jacob Quina
Jacob Quina,Dutch West India Company
Carel Quina I,Jacob Quina
Adriana Bultel,Jacob Quina
Carel Quina I,Adriana Bultel
Susanna Jans ,Jacob Quina
Annetje Dircx. (Forbrijck?),Jacob Quina
Susanna Jans ,Adriana Bultel
Reijnier Quina,Annetje Dircx. (Forbrijck?)
Dierck Gerritsz. Forbrijck,Annetje Dircx. (Forbrijck?)
Reijnier Quina,Jacob Quina
Dierck Gerritsz. Forbrijck,Jacob Quina
Reijnier Quina,Dierck Gerritsz. Forbrijck
Reijnier Quina,Adriana Bultel
Dierck Gerritsz. Forbrijck,Adriana Bultel
Annetje Dircx. (Forbrijck?),Adriana Quina
Annetje Dircx. (Forbrijck?),Annetje Quina
Annetje Dircx. (Forbrijck?),Dirck Quina
Jacob Quina,Adriana Quina
Jacob Quina,Annetje Quina
Jacob Quina,Dirck Quina
Adriana Quina,Annetje Quina
Adriana Quina,Dirck Quina
Annetje Quina,Dirck Quina
Reijnier Quina,Adriana Quina
Reijnier Quina,Annetje Quina
Reijnier Quina,Dirck Quina
Adriana Quina,Carel Quina II(?)
Adriana Quina,Grietje Gerrits
Carel Quina II(?),Annetje Dircx. (Forbrijck?)
Grietje Gerrits,Annetje Dircx. (Forbrijck?)
Carel Quina II(?),Jacob Quina
Grietje Gerrits,Jacob Quina
Carel Quina II(?),Grietje Gerrits
Dirck Quina,Tousain Majeur
Tousain Majeur,Annetje Dircx. (Forbrijck?)
Tousain Majeur,Jacob Quina
Annetje Quina,Jan Boddens
Annetje Quina,Cristina van Hede
Cristina van Hede,Jan Boddens
Janneken van der Heijden,Pieter de Haer
Clara ter Haer,Janneken van der Heijden
Clara ter Haer,Pieter de Haer
Pieter de Haer,Adriaen ter Haer
Janneken van der Heijden,Adriaen ter Haer
Clara ter Haer,Adriaen ter Haer
Philips Fonteijn,Pieter de Haer
Dirck van Millegem,Pieter de Haer
Philips Fonteijn,Dirck van Millegem
Albert ter Haer,Pieter de Haer
Abraham ter Haer,Pieter de Haer
David ter Haer,Pieter de Haer
Albert ter Haer,Abraham ter Haer
Albert ter Haer,David ter Haer
Abraham ter Haer,David ter Haer
Abraham ter Haer,Adriaen ter Haer
David ter Haer,Adriaen ter Haer
Albert ter Haer,Adriaen ter Haer
Jacob de Cerf,Pieter de Haer
Bastiaen Jansz.,Pieter de Haer
Lucas Jansz.,Pieter de Haer
Jacques Lucas,Pieter de Haer
Lucas Jansz.,Bastiaen Jansz.
Jacques Lucas,Bastiaen Jansz.
Lucas Jansz.,Jacques Lucas
Jacques Lucas,Dutch West India Company
Claes Claessen Ansloo I,Giert Jans
Giert Jans,Claes Claesz. Ansloo II
Claes Claessen Ansloo I,Claes Claesz. Ansloo II
Giert Jans,Cornelis Claesz. Ansloo II
Claes Claessen Ansloo I,Cornelis Claesz. Ansloo II
Claes Claesz. Ansloo II,Cornelis Claesz. Ansloo II
Jacob van Davelaer,Claes Claessen Ansloo I
Jacob van Davelaer,Giert Jans
Jacob van Davelaer,Cornelis Claesz. Ansloo II
Jacob van Davelaer,Claes Claesz. Ansloo II
Jan Barentsz.,Giert Jans
Femmetgen Maertens,Giert Jans
Jan Barentsz.,Femmetgen Maertens
Cornelis Claesz. Ansloo I ,Claes Claessen Ansloo I
Cornelis Claesz. Ansloo I ,Giert Jans
Claes Claessen Ansloo I,Rembrandt van Rijn
Hester Willems (van Nieuwkerk),Giert Jans
Reyer Claesz. Ansloo,Giert Jans
Joris Samuelsz.,Giert Jans
Reyer Claesz. Ansloo,Hester Willems (van Nieuwkerk)
Joris Samuelsz.,Hester Willems (van Nieuwkerk)
Reyer Claesz. Ansloo,Joris Samuelsz.
Reyer Claesz. Ansloo,Claes Claessen Ansloo I
Reyer Claesz. Ansloo,Abraham van den Tempel
Nicolaes Ansloo,Reyer Claesz. Ansloo
Nicolaes Ansloo,Giert Jans
Nicolaes Ansloo,Claes Claessen Ansloo I
Rycken Reyers,Hester Willems (van Nieuwkerk)
Rycken Reyers,Reyer Claesz. Ansloo
Joris Cornelisz,Claes Claessen Ansloo I
Bruyn Jansz.,Claes Claessen Ansloo I
Joris Cornelisz,Cornelis Claesz. Ansloo I 
Bruyn Jansz.,Cornelis Claesz. Ansloo I 
Bruyn Jansz.,Joris Cornelisz
Cornelis Claesz. Ansloo II,Aeltje Gerrits Schouten
Hester Willems (van Nieuwkerk),Jan Rodenburgh
Annetge Cornelis van Hemert,Jan Rodenburgh
Jan Claesz. Ansloo,Fockeltge Pieters va Hoorn
Joost Claes. Ansloo,Lijsbet Gerrits Hooft
Joost Claes. Ansloo,Giert Jans
Jan Claesz. Ansloo,Giert Jans
Joost Claes. Ansloo,Claes Claessen Ansloo I
Jan Claesz. Ansloo,Claes Claessen Ansloo I
Joost Claes. Ansloo,Jan Claesz. Ansloo
Niesje Lamberts Schouten,Joost Claes. Ansloo
Niesje Lamberts Schouten,Lambert Cornelisz. Schouten
Niesje Lamberts Schouten,Christine Matthijs Meijninga
Lambert Cornelisz. Schouten,Christine Matthijs Meijninga
Lysbeth Ansloo,Joost Claes. Ansloo
Lysbeth Ansloo,Niesje Lamberts Schouten
Lysbeth Ansloo,Arent Dircksz. van den Bosch
Arent Dircksz. van den Bosch,Niesje Lamberts Schouten
Arent Dircksz. van den Bosch,Joost Claes. Ansloo
Pieter Claasen Kod,Fockeltge Pieters va Hoorn
Claes Gerbrandssz. Schilt van Hoorn,Pieter Claasen Kod
Tryn Jans,Pieter Claasen Kod
Claes Gerbrandssz. Schilt van Hoorn,Tryn Jans
Lutje Claes,Pieter Claasen Kod
Tryn Jans,Lutje Claes
Claes Gerbrandssz. Schilt van Hoorn,Lutje Claes
Elbert Symonsz. Pool,Lutje Claes
Beyken Aggesdr. ,Pieter Claasen Kod
Agge Jarichsz. ,Pieter Claasen Kod
Foockel Thomasdr. ,Pieter Claasen Kod
Agge Jarichsz. ,Beyken Aggesdr. 
Foockel Thomasdr. ,Beyken Aggesdr. 
Agge Jarichsz. ,Foockel Thomasdr. 
Josijntgen van der Wolff,Pieter Claasen Kod
Gerrit van der Wolff,Pieter Claasen Kod
Lijsbeth Jansdr. ,Pieter Claasen Kod
Josijntgen van der Wolff,Gerrit van der Wolff
Josijntgen van der Wolff,Lijsbeth Jansdr. 
Gerrit van der Wolff,Lijsbeth Jansdr. 
Pieter Claasen Kod,Gebrant Claesz.
Jacob Claesz. Van Horen,Gebrant Claesz.
Pieter Claasen Kod,Jacob Claesz. Van Horen
Jan Jansz. Van Horen II,Pieter Claasen Kod
Lucretia van Hoorn,Jacob Claesz. Van Horen
Johannes van Uttenbogaert,Jacob Claesz. Van Horen
Lucretia van Hoorn,Johannes van Uttenbogaert
Anna van Hoorn,Pieter Claasen Kod
Anna van Hoorn,Josijntgen van der Wolff
Jan Aertsz. Van der Heede,Anna van Hoorn
Arnout Hellemans,Anna van Hoorn
Seger Pietersz.,Pieter Lastman
Seger Pietersz.,Pieter Claasen Kod
Seger Pietersz.,Grietge Cornelisdr.
Pieter Claasen Kod,Grietge Cornelisdr.
Maria Codde,Pieter Claasen Kod
Maria Codde,Josijntgen van der Wolff
Maria Codde,Arnout Hellemans Hooft
Pieter Cornelisz. Hooft,Arnout Hellemans Hooft
Lenora Hellemans,Arnout Hellemans Hooft
Pieter Cornelisz. Hooft,Lenora Hellemans
Arent Dircksz. van den Bosch,Cornelis Albertsz.
Arent Dircksz. van den Bosch,Lysbeth Jansdr. de Vogel
Cornelis Albertsz.,Lysbeth Jansdr. de Vogel
Arent Dircksz. van den Bosch,Adriaen Jacobsen
Clementia van den Vondel,Joost van den Vondel
Burchman Claesz.,Joost van den Vondel
Gilbert de Flines IV,Frans Wolphertsz. Van den Bergh
Gilbert de Flines IV,Clementia van den Vondel
Frans Wolphertsz. Van den Bergh,Arent Dircksz. van den Bosch
Frans Wolphertsz. Van den Bergh,Clementia van den Vondel
Gilbert de Flines IV,Arent Dircksz. van den Bosch
Clementia van den Vondel,Rebecca de Wolf
Gilbert de Flines IV,Rebecca de Wolf
Clementia van den Vondel,Gilbert de Flines IV
Heyltje Lamberts Schouten,Niesje Lamberts Schouten
Dirck Arentsz. Bosch,Arent Dircksz. van den Bosch
Dirck Arentsz. Bosch,Lysbeth Jansdr. de Vogel
Lysbeth Ansloo,Dirck Arentsz. Bosch
Elisabeth Bosch,Dirck Arentsz. Bosch
Philips Rutgers,Dirck Arentsz. Bosch
Elisabeth Bosch,Lysbeth Ansloo
Philips Rutgers,Lysbeth Ansloo
Elisabeth Bosch,Philips Rutgers
David Rutgers,Susanna de Flines
David Rutgers,Philips Rutgers
Susanna de Flines,Philips Rutgers
Marretje Arents,Dirck Arentsz. Bosch
Joris Sijen Pietersz.,Lysbeth Ansloo
Marretje Arents,Joris Sijen Pietersz.
Pieter Sijen,Rembrandt van Rijn
Marretje Cornelis Grotewael,Rembrandt van Rijn
Joris Sijen Pietersz.,Pieter Sijen
Joris Sijen Pietersz.,Marretje Cornelis Grotewael
Marretje Arents,Pieter Sijen
Marretje Arents,Marretje Cornelis Grotewael
Joris Sijen Pietersz.,Marretje Arents
Elisabeth Sijen,Joris Sijen Pietersz.
Lodewijck van Erpecum,Joris Sijen Pietersz.
Elisabeth Sijen,Marretje Arents
Lodewijck van Erpecum,Marretje Arents
Elisabeth Sijen,Lodewijck van Erpecum
Sijmen Appelman,Jacob Westfrisius
Balthasar Simonsz. Appelman,Sijmen Appelman
Sijbrand Appelman,Sijmen Appelman
Balthasar Simonsz. Appelman,Sijbrand Appelman
Sijmen Appelman,Annetge Claes Trebijn
Annetge Claes Trebijn,Claes Trebijn
Annetge Claes Trebijn,Niesge Sijbrands Appelman
Claes Trebijn,Niesge Sijbrands Appelman
Hendrik Helt,Sijmen Appelman
Josina Halsthont,Laurens Schein
